GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1400000US06001400100,06001400100,"Census Tract 4001, Alameda County, California",1286,63,31,24,12,19,0,12,7,11,39,38,51,30,0,12,0,12,9,15,41,28,41,28,154,56,112,63,87,43,113,55,589,97
1400000US06001400200,06001400200,"Census Tract 4002, Alameda County, California",832,43,20,14,0,12,10,11,0,12,6,8,10,11,22,16,11,11,0,12,47,22,57,24,45,22,111,40,112,47,108,45,273,54
1400000US06001400300,06001400300,"Census Tract 4003, Alameda County, California",2489,98,59,44,262,142,78,82,55,51,119,85,53,52,40,37,103,95,12,20,196,126,192,90,208,92,172,85,231,106,257,104,452,123
1400000US06001400400,06001400400,"Census Tract 4004, Alameda County, California",1801,87,74,43,51,32,57,41,42,34,39,34,96,57,13,16,14,17,29,26,75,52,118,56,282,97,242,96,137,62,335,106,197,72
1400000US06001400500,06001400500,"Census Tract 4005, Alameda County, California",1624,57,50,29,81,52,43,41,81,60,70,43,76,47,36,28,76,53,18,19,113,64,146,61,373,90,219,91,82,52,109,50,51,32
1400000US06001400600,06001400600,"Census Tract 4006, Alameda County, California",701,45,35,33,45,31,17,20,51,31,32,31,40,40,39,36,8,12,30,21,49,36,36,23,64,30,77,46,41,25,78,34,59,30
1400000US06001400700,06001400700,"Census Tract 4007, Alameda County, California",1793,87,89,74,193,97,115,63,160,89,120,60,87,67,141,69,94,62,129,78,68,39,96,44,134,60,116,60,90,46,93,39,68,48
1400000US06001400800,06001400800,"Census Tract 4008, Alameda County, California",1572,108,99,53,74,45,10,16,54,43,108,71,94,51,111,62,41,26,56,30,141,62,148,62,217,73,134,65,86,50,116,55,83,48
1400000US06001400900,06001400900,"Census Tract 4009, Alameda County, California",1013,75,85,54,47,34,54,36,26,23,41,41,41,37,30,34,34,34,12,13,152,79,80,52,123,60,119,60,40,35,80,49,49,34
1400000US06001401000,06001401000,"Census Tract 4010, Alameda County, California",2533,162,278,133,208,125,60,50,380,158,50,41,132,94,106,77,54,45,12,18,216,140,271,148,232,92,199,107,125,95,109,101,101,67
1400000US06001401100,06001401100,"Census Tract 4011, Alameda County, California",2028,95,145,76,92,79,71,71,71,64,78,56,69,60,76,53,135,96,67,67,217,113,277,140,230,100,266,87,42,42,139,79,53,39
1400000US06001401200,06001401200,"Census Tract 4012, Alameda County, California",1250,39,40,28,62,54,21,22,87,64,34,29,58,42,23,20,41,29,26,22,45,31,157,69,159,64,137,70,141,49,93,40,126,54
1400000US06001401300,06001401300,"Census Tract 4013, Alameda County, California",1727,99,182,88,216,72,101,53,98,62,121,58,89,46,114,59,44,39,74,54,123,63,182,68,107,59,94,37,25,22,49,41,108,62
1400000US06001401400,06001401400,"Census Tract 4014, Alameda County, California",1516,101,218,90,168,73,203,73,110,57,96,52,65,42,73,64,78,57,101,64,100,61,138,68,91,48,45,37,9,15,16,21,5,8
1400000US06001401500,06001401500,"Census Tract 4015, Alameda County, California",1002,58,113,42,128,44,78,49,35,30,32,22,8,9,28,26,32,25,76,54,101,52,51,25,104,38,97,49,24,21,40,30,55,30
1400000US06001401600,06001401600,"Census Tract 4016, Alameda County, California",731,66,104,56,93,48,50,27,68,46,9,14,31,26,22,20,54,28,27,23,43,39,50,35,73,36,62,47,0,12,19,24,26,16
1400000US06001401700,06001401700,"Census Tract 4017, Alameda County, California",1241,79,70,63,74,58,57,47,80,56,14,16,64,53,62,55,49,43,23,36,73,54,55,34,180,67,173,81,110,58,80,43,77,46
1400000US06001401800,06001401800,"Census Tract 4018, Alameda County, California",725,73,84,46,84,51,82,46,80,36,67,46,36,29,14,16,22,26,27,27,54,30,55,29,48,33,40,30,4,7,24,23,4,6
1400000US06001402200,06001402200,"Census Tract 4022, Alameda County, California",880,62,50,29,131,53,78,40,46,31,19,18,44,32,60,35,51,32,37,29,52,33,78,37,73,42,71,40,25,17,39,25,26,17
1400000US06001402400,06001402400,"Census Tract 4024, Alameda County, California",1189,51,130,58,135,70,140,73,113,76,80,63,51,36,111,63,55,43,6,11,28,23,88,56,98,80,35,36,79,45,7,11,33,27
1400000US06001402500,06001402500,"Census Tract 4025, Alameda County, California",725,41,189,58,94,42,91,46,52,30,12,10,81,40,47,39,13,19,11,12,33,26,40,27,11,18,33,29,0,12,0,12,18,20
1400000US06001402600,06001402600,"Census Tract 4026, Alameda County, California",655,44,100,47,132,39,90,40,67,32,43,26,25,23,20,21,6,8,10,10,11,11,29,26,53,28,26,14,10,11,28,20,5,8
1400000US06001402700,06001402700,"Census Tract 4027, Alameda County, California",693,51,81,48,95,47,105,65,31,29,7,16,10,11,15,13,37,36,5,8,42,36,42,30,68,37,31,29,56,33,56,41,12,14
1400000US06001402800,06001402800,"Census Tract 4028, Alameda County, California",2158,105,367,100,589,125,192,81,74,39,30,27,40,39,62,39,47,39,77,62,48,28,65,38,175,79,72,41,101,53,91,50,128,78
1400000US06001402900,06001402900,"Census Tract 4029, Alameda County, California",851,37,152,53,89,33,70,28,73,36,32,30,67,37,73,41,45,26,5,7,45,24,57,33,90,37,5,8,19,14,8,13,21,19
1400000US06001403000,06001403000,"Census Tract 4030, Alameda County, California",1501,117,245,94,424,128,202,72,57,39,97,56,49,45,59,37,18,21,23,26,58,50,34,26,29,25,131,77,55,37,0,12,20,22
1400000US06001403100,06001403100,"Census Tract 4031, Alameda County, California",704,47,76,42,84,36,52,26,5,8,36,29,30,26,12,13,17,19,15,13,28,23,33,27,98,36,57,33,88,32,21,15,52,38
1400000US06001403300,06001403300,"Census Tract 4033, Alameda County, California",2205,121,187,86,180,107,145,92,214,102,44,51,85,77,0,12,45,72,80,75,183,127,151,82,237,124,229,115,150,74,200,100,75,58
1400000US06001403400,06001403400,"Census Tract 4034, Alameda County, California",2748,185,256,127,180,96,165,104,184,97,185,108,136,91,123,91,233,138,119,65,222,127,269,109,195,87,257,121,72,42,37,35,115,73
1400000US06001403501,06001403501,"Census Tract 4035.01, Alameda County, California",2562,147,267,132,338,137,162,98,252,145,31,38,103,68,128,88,88,72,84,86,257,118,169,94,127,72,142,113,86,80,198,105,130,88
1400000US06001403502,06001403502,"Census Tract 4035.02, Alameda County, California",1238,76,114,67,21,25,53,33,42,30,24,26,108,95,43,39,13,18,114,76,81,44,88,47,206,69,117,74,91,51,86,45,37,29
1400000US06001403600,06001403600,"Census Tract 4036, Alameda County, California",2518,115,127,85,47,54,111,85,23,22,49,50,257,126,99,65,85,60,106,78,263,135,395,166,313,126,305,123,155,80,72,49,111,87
1400000US06001403701,06001403701,"Census Tract 4037.01, Alameda County, California",1677,98,100,54,31,40,82,54,71,39,33,30,89,49,86,65,75,53,141,81,105,51,263,111,258,101,123,53,97,48,57,37,66,62
1400000US06001403702,06001403702,"Census Tract 4037.02, Alameda County, California",1144,75,54,42,30,30,7,11,19,30,47,47,70,46,40,33,8,12,79,78,107,73,135,65,194,91,119,70,68,39,76,46,91,44
1400000US06001403800,06001403800,"Census Tract 4038, Alameda County, California",1801,74,72,53,28,25,36,21,45,32,43,47,60,56,89,48,14,16,17,20,175,83,203,81,252,95,245,91,140,67,160,59,222,63
1400000US06001403900,06001403900,"Census Tract 4039, Alameda County, California",2271,40,120,91,65,81,29,31,169,136,42,39,213,152,56,58,82,52,55,44,260,124,296,114,316,126,78,58,164,98,190,135,136,57
1400000US06001404000,06001404000,"Census Tract 4040, Alameda County, California",1638,83,98,62,9,15,48,33,55,32,27,27,26,31,103,78,82,54,85,46,155,66,177,63,298,95,211,88,135,58,52,37,77,43
1400000US06001404101,06001404101,"Census Tract 4041.01, Alameda County, California",1619,121,104,53,27,24,20,24,80,57,102,58,26,29,28,23,85,47,79,59,49,33,261,84,145,65,213,86,89,51,91,46,220,79
1400000US06001404102,06001404102,"Census Tract 4041.02, Alameda County, California",1529,94,108,63,149,80,51,36,85,68,8,14,36,27,48,44,28,32,60,47,136,71,183,81,147,75,103,54,69,59,120,69,198,103
1400000US06001404200,06001404200,"Census Tract 4042, Alameda County, California",1290,79,0,12,26,25,25,22,15,18,33,28,9,13,27,23,8,12,27,27,6,11,41,29,170,60,83,35,118,53,184,56,518,75
1400000US06001404300,06001404300,"Census Tract 4043, Alameda County, California",1289,66,23,36,11,16,0,12,14,19,8,12,17,20,34,37,0,12,51,41,40,24,57,41,87,54,119,56,83,50,198,72,547,102
1400000US06001404400,06001404400,"Census Tract 4044, Alameda County, California",2278,99,54,51,25,43,48,44,0,17,30,33,19,30,81,81,18,30,14,23,63,54,206,111,161,78,278,113,181,100,228,113,872,155
1400000US06001404501,06001404501,"Census Tract 4045.01, Alameda County, California",673,33,16,17,0,12,6,8,6,9,0,12,0,12,11,12,10,11,0,12,39,24,32,20,51,26,40,23,47,26,118,38,297,45
1400000US06001404502,06001404502,"Census Tract 4045.02, Alameda County, California",2345,118,23,26,23,27,59,61,26,30,36,44,19,31,33,30,14,24,52,42,172,128,130,97,238,92,380,165,152,90,266,112,722,153
1400000US06001404600,06001404600,"Census Tract 4046, Alameda County, California",1784,60,8,13,14,18,24,23,19,20,9,14,44,34,24,18,43,30,18,19,87,52,54,32,100,53,194,81,202,60,365,102,579,94
1400000US06001404700,06001404700,"Census Tract 4047, Alameda County, California",793,37,10,11,10,11,6,9,0,12,6,9,11,11,10,11,5,8,5,8,14,12,39,23,86,39,70,35,118,74,133,46,270,58
1400000US06001404800,06001404800,"Census Tract 4048, Alameda County, California",1298,32,91,53,89,59,57,59,51,51,78,53,46,34,64,56,46,52,63,49,67,43,163,79,104,41,79,42,42,28,88,42,170,68
1400000US06001404900,06001404900,"Census Tract 4049, Alameda County, California",2014,81,58,45,135,90,81,45,64,33,121,91,52,38,69,64,68,50,37,33,97,69,258,82,163,88,164,71,59,37,367,87,221,73
1400000US06001405000,06001405000,"Census Tract 4050, Alameda County, California",1508,75,67,54,72,54,42,34,23,17,32,27,40,41,27,21,55,54,62,51,60,51,83,43,115,44,130,61,128,50,232,87,340,87
1400000US06001405100,06001405100,"Census Tract 4051, Alameda County, California",1542,82,31,24,18,19,0,12,23,27,17,19,7,11,6,11,14,17,15,18,0,12,85,51,143,82,92,51,155,64,258,85,678,96
1400000US06001405200,06001405200,"Census Tract 4052, Alameda County, California",2373,129,97,62,145,83,119,57,61,49,72,70,101,73,37,31,55,44,90,62,186,99,274,131,438,130,302,128,81,53,124,59,191,94
1400000US06001405301,06001405301,"Census Tract 4053.01, Alameda County, California",1489,76,40,51,42,41,81,57,65,54,74,53,65,59,84,65,131,77,87,54,97,54,197,101,232,73,97,54,59,53,68,52,70,43
1400000US06001405302,06001405302,"Census Tract 4053.02, Alameda County, California",1480,87,90,56,260,88,105,58,128,82,93,70,73,47,83,53,104,64,65,59,80,55,156,89,70,47,30,29,38,29,78,51,27,27
1400000US06001405401,06001405401,"Census Tract 4054.01, Alameda County, California",1638,99,161,91,229,80,116,63,87,56,74,55,159,74,66,45,72,47,88,54,198,89,193,81,91,48,46,37,6,11,46,54,6,10
1400000US06001405402,06001405402,"Census Tract 4054.02, Alameda County, California",1100,90,144,81,81,49,80,46,149,75,99,63,61,39,51,42,40,32,108,72,85,52,43,45,113,69,20,25,26,25,0,12,0,12
1400000US06001405500,06001405500,"Census Tract 4055, Alameda County, California",1604,68,144,72,69,48,139,71,176,76,76,56,85,54,47,39,52,36,63,35,161,86,157,73,162,65,164,51,33,32,47,39,29,30
1400000US06001405600,06001405600,"Census Tract 4056, Alameda County, California",1448,78,126,61,48,30,39,27,94,62,87,63,77,54,113,65,71,49,80,43,181,83,101,55,125,62,106,70,38,26,110,66,52,29
1400000US06001405700,06001405700,"Census Tract 4057, Alameda County, California",1306,96,82,65,98,68,73,69,108,73,107,87,122,74,49,44,133,70,61,47,129,69,134,84,70,41,47,36,45,42,39,31,9,15
1400000US06001405800,06001405800,"Census Tract 4058, Alameda County, California",1365,58,162,78,146,74,55,44,56,32,108,70,58,50,53,35,81,51,60,51,69,47,139,63,154,70,86,47,41,32,85,53,12,14
1400000US06001405901,06001405901,"Census Tract 4059.01, Alameda County, California",992,96,87,52,86,53,78,53,149,98,15,20,114,66,41,39,40,39,12,20,140,68,80,71,60,51,53,36,13,19,11,18,13,21
1400000US06001405902,06001405902,"Census Tract 4059.02, Alameda County, California",931,50,98,42,116,46,98,61,62,39,64,41,32,25,55,45,25,20,28,24,73,34,93,44,134,63,43,24,0,12,10,13,0,12
1400000US06001406000,06001406000,"Census Tract 4060, Alameda County, California",1457,96,157,79,268,92,230,90,70,51,51,52,59,48,25,24,0,12,9,14,76,49,82,49,87,56,98,67,44,33,114,59,87,63
1400000US06001406100,06001406100,"Census Tract 4061, Alameda County, California",1441,115,148,85,83,58,84,65,106,77,77,57,56,39,49,38,83,67,29,27,72,64,135,77,181,84,76,67,149,81,51,37,62,34
1400000US06001406201,06001406201,"Census Tract 4062.01, Alameda County, California",1372,95,156,73,193,76,79,47,61,46,68,41,135,67,92,58,67,47,114,62,75,44,149,58,72,51,39,40,47,44,20,23,5,9
1400000US06001406202,06001406202,"Census Tract 4062.02, Alameda County, California",1336,68,138,75,136,68,150,77,151,65,33,34,139,69,115,62,73,50,109,56,75,42,93,58,25,31,29,29,58,43,12,16,0,12
1400000US06001406300,06001406300,"Census Tract 4063, Alameda County, California",1216,83,55,34,108,59,118,76,85,52,76,48,83,55,63,48,140,79,41,34,88,57,74,53,115,63,41,43,74,50,41,29,14,16
1400000US06001406400,06001406400,"Census Tract 4064, Alameda County, California",738,50,28,27,37,29,56,42,53,33,15,17,11,12,45,30,14,16,50,32,98,45,110,45,83,33,40,29,38,33,29,23,31,21
1400000US06001406500,06001406500,"Census Tract 4065, Alameda County, California",1953,98,127,62,175,76,164,82,122,64,86,49,51,41,219,86,72,49,111,59,158,69,161,82,210,69,165,74,43,26,75,51,14,21
1400000US06001406601,06001406601,"Census Tract 4066.01, Alameda County, California",1726,94,90,65,178,91,127,75,55,37,29,37,72,54,74,54,144,75,91,70,145,83,210,101,224,95,168,73,42,29,52,49,25,28
1400000US06001406602,06001406602,"Census Tract 4066.02, Alameda County, California",933,53,33,27,74,65,59,48,33,31,44,37,90,62,37,32,18,17,46,38,155,64,117,66,97,56,58,41,7,9,48,43,17,22
1400000US06001406700,06001406700,"Census Tract 4067, Alameda County, California",2179,114,93,70,108,92,115,93,105,92,170,82,45,70,14,22,86,76,19,24,249,126,158,69,139,74,286,125,222,84,136,67,234,89
1400000US06001406800,06001406800,"Census Tract 4068, Alameda County, California",1395,62,61,44,34,26,49,44,34,29,49,42,0,12,50,35,65,67,25,25,111,64,62,43,244,80,141,70,95,57,225,80,150,54
1400000US06001406900,06001406900,"Census Tract 4069, Alameda County, California",1528,63,67,49,64,63,83,61,100,81,20,23,51,42,57,43,61,50,101,67,115,44,145,71,122,59,132,73,120,57,160,71,130,58
1400000US06001407000,06001407000,"Census Tract 4070, Alameda County, California",1896,147,104,81,138,101,99,82,179,134,174,108,87,85,174,120,36,37,53,45,150,81,208,104,236,119,86,65,99,54,17,27,56,53
1400000US06001407101,06001407101,"Census Tract 4071.01, Alameda County, California",1067,56,51,42,101,68,38,44,135,92,155,88,55,55,49,54,15,20,83,63,55,53,91,62,89,61,60,38,56,58,17,25,17,21
1400000US06001407102,06001407102,"Census Tract 4071.02, Alameda County, California",1300,98,114,79,105,85,161,88,66,58,35,36,50,52,40,38,77,51,115,89,93,52,75,48,122,61,74,45,83,64,62,49,28,29
1400000US06001407200,06001407200,"Census Tract 4072, Alameda County, California",1818,97,146,68,167,78,62,46,180,90,100,69,114,65,294,93,126,82,79,61,177,83,94,51,108,43,108,72,36,34,12,13,15,23
1400000US06001407300,06001407300,"Census Tract 4073, Alameda County, California",720,54,22,22,68,39,58,31,53,37,43,31,48,41,3,5,32,28,23,20,46,35,60,35,66,32,128,57,25,25,10,11,35,38
1400000US06001407400,06001407400,"Census Tract 4074, Alameda County, California",1153,60,123,69,68,40,41,36,117,63,54,41,80,45,95,63,51,42,27,24,97,62,179,76,131,70,5,10,51,42,34,39,0,12
1400000US06001407500,06001407500,"Census Tract 4075, Alameda County, California",1186,100,176,87,156,89,85,63,126,73,86,57,95,87,52,50,61,47,56,54,32,31,139,95,40,48,59,43,0,12,13,23,10,16
1400000US06001407600,06001407600,"Census Tract 4076, Alameda County, California",2102,112,244,127,156,91,176,110,179,97,99,79,32,42,38,44,55,54,99,90,219,105,103,80,327,129,83,83,45,50,157,74,90,74
1400000US06001407700,06001407700,"Census Tract 4077, Alameda County, California",1621,115,55,38,71,55,81,62,52,57,60,32,90,51,63,35,38,29,43,30,152,57,218,80,175,63,119,44,236,111,135,69,33,28
1400000US06001407800,06001407800,"Census Tract 4078, Alameda County, California",746,63,17,15,24,25,25,24,9,10,21,15,16,20,29,25,49,31,60,39,25,16,93,59,108,46,94,42,56,34,95,38,25,17
1400000US06001407900,06001407900,"Census Tract 4079, Alameda County, California",1101,74,26,24,0,12,15,18,22,25,56,52,18,20,15,16,37,31,28,27,13,15,130,59,193,71,162,66,107,45,113,62,166,58
1400000US06001408000,06001408000,"Census Tract 4080, Alameda County, California",974,54,26,28,17,17,17,20,14,14,22,21,29,23,21,20,13,18,6,10,35,22,53,31,92,43,82,31,83,40,178,51,286,68
1400000US06001408100,06001408100,"Census Tract 4081, Alameda County, California",2669,140,45,45,9,15,65,45,48,50,47,44,16,25,28,33,57,61,62,66,196,152,334,140,362,133,374,120,209,91,271,124,546,142
1400000US06001408200,06001408200,"Census Tract 4082, Alameda County, California",1686,97,165,64,116,66,93,61,64,48,158,78,77,37,121,75,34,33,19,31,132,74,170,71,172,78,128,60,104,48,115,81,18,21
1400000US06001408300,06001408300,"Census Tract 4083, Alameda County, California",1705,103,149,86,36,27,46,37,22,24,131,82,27,26,69,56,30,29,61,65,108,68,97,67,329,134,160,68,189,80,186,84,65,37
1400000US06001408400,06001408400,"Census Tract 4084, Alameda County, California",1084,103,114,63,81,54,96,65,120,70,89,61,53,56,100,56,25,23,68,49,71,41,46,44,63,45,102,79,32,30,0,12,24,25
1400000US06001408500,06001408500,"Census Tract 4085, Alameda County, California",1649,92,55,41,217,101,108,58,146,75,41,40,71,57,83,48,134,77,74,65,170,86,218,93,159,74,59,38,25,30,58,43,31,29
1400000US06001408600,06001408600,"Census Tract 4086, Alameda County, California",1868,80,156,85,360,129,97,57,176,77,124,76,125,67,6,10,124,73,17,21,211,79,234,85,91,55,106,65,18,21,23,28,0,17
1400000US06001408700,06001408700,"Census Tract 4087, Alameda County, California",2258,139,129,101,191,117,157,116,127,90,298,120,77,65,139,117,139,103,51,44,200,116,257,124,231,96,178,88,36,39,25,29,23,29
1400000US06001408800,06001408800,"Census Tract 4088, Alameda County, California",1887,115,374,100,240,107,157,91,96,54,162,79,104,67,111,60,118,73,48,39,120,70,111,71,142,65,59,54,0,17,45,39,0,17
1400000US06001408900,06001408900,"Census Tract 4089, Alameda County, California",972,62,143,52,151,52,118,56,107,48,31,20,82,45,40,34,48,30,5,8,74,44,75,43,38,25,50,30,7,11,3,6,0,12
1400000US06001409000,06001409000,"Census Tract 4090, Alameda County, California",1034,58,67,44,48,36,44,31,41,30,103,55,57,32,86,39,51,25,62,37,102,42,82,43,156,56,64,35,27,27,31,23,13,15
1400000US06001409100,06001409100,"Census Tract 4091, Alameda County, California",598,61,78,55,19,23,70,49,49,42,28,33,50,36,43,31,18,20,34,29,37,27,62,33,73,40,14,13,16,24,2,5,5,8
1400000US06001409200,06001409200,"Census Tract 4092, Alameda County, California",886,68,41,26,59,30,76,41,42,29,39,27,23,21,34,24,75,45,34,24,85,41,87,40,158,58,67,37,45,32,21,20,0,12
1400000US06001409300,06001409300,"Census Tract 4093, Alameda County, California",1579,72,136,78,129,65,102,62,124,82,92,69,207,84,73,38,112,71,93,63,159,77,89,59,98,64,48,37,64,45,46,39,7,12
1400000US06001409400,06001409400,"Census Tract 4094, Alameda County, California",1208,59,120,68,84,46,136,71,79,54,24,25,94,53,104,57,42,37,76,49,101,56,66,44,55,50,106,60,37,33,39,37,45,44
1400000US06001409500,06001409500,"Census Tract 4095, Alameda County, California",1130,38,116,56,118,50,157,55,86,47,65,34,63,37,69,39,77,47,11,13,102,41,106,53,93,47,60,35,7,11,0,12,0,12
1400000US06001409600,06001409600,"Census Tract 4096, Alameda County, California",1428,97,119,75,82,46,116,53,126,64,129,73,111,68,157,73,81,57,39,46,65,56,142,81,144,58,45,46,37,43,35,30,0,17
1400000US06001409700,06001409700,"Census Tract 4097, Alameda County, California",1585,94,124,70,131,66,99,60,101,58,126,62,153,86,101,65,62,49,103,56,162,80,118,71,161,80,47,44,55,31,12,18,30,33
1400000US06001409800,06001409800,"Census Tract 4098, Alameda County, California",1153,84,84,51,164,82,26,24,50,41,41,47,55,60,18,22,42,32,21,33,6,10,129,76,175,89,213,100,76,70,21,24,32,31
1400000US06001409900,06001409900,"Census Tract 4099, Alameda County, California",1373,61,47,48,20,22,24,27,12,18,51,54,24,23,24,23,31,29,47,40,126,71,161,70,155,70,163,76,100,51,160,63,228,70
1400000US06001410000,06001410000,"Census Tract 4100, Alameda County, California",1203,22,0,12,0,12,0,12,22,26,45,34,39,32,80,56,43,33,49,47,45,36,115,61,107,52,167,82,231,86,178,85,82,48
1400000US06001410100,06001410100,"Census Tract 4101, Alameda County, California",980,73,80,41,67,36,53,37,73,47,45,24,44,29,76,46,21,16,31,24,62,31,185,55,88,44,58,34,31,17,29,19,37,22
1400000US06001410200,06001410200,"Census Tract 4102, Alameda County, California",1140,68,136,79,104,64,29,37,25,25,55,42,77,63,104,68,29,38,74,65,65,45,157,81,96,55,107,61,6,12,47,49,29,33
1400000US06001410300,06001410300,"Census Tract 4103, Alameda County, California",945,60,115,54,96,46,101,51,16,14,67,35,56,33,62,35,26,23,26,30,48,35,63,38,119,44,102,47,0,12,34,30,14,14
1400000US06001410400,06001410400,"Census Tract 4104, Alameda County, California",1378,56,44,38,87,70,56,48,26,23,144,65,40,33,49,41,65,51,45,33,73,44,217,75,260,86,114,55,68,50,42,26,48,32
1400000US06001410500,06001410500,"Census Tract 4105, Alameda County, California",982,36,169,55,173,58,79,45,122,64,46,40,49,36,38,36,51,46,28,23,83,45,49,37,42,32,17,16,14,13,10,10,12,12
1400000US06001420100,06001420100,"Census Tract 4201, Alameda County, California",856,44,24,19,18,16,10,11,22,20,4,6,15,12,18,17,29,20,44,25,29,25,76,40,86,41,99,40,54,26,81,33,247,48
1400000US06001420200,06001420200,"Census Tract 4202, Alameda County, California",1236,75,89,66,17,20,60,46,22,25,47,35,61,41,39,30,49,37,30,23,30,26,150,88,143,60,128,64,114,52,127,73,130,57
1400000US06001420300,06001420300,"Census Tract 4203, Alameda County, California",1896,141,60,50,39,45,57,50,101,71,26,46,45,47,34,33,90,70,17,25,95,60,204,95,332,126,160,74,117,81,193,112,326,119
1400000US06001420400,06001420400,"Census Tract 4204, Alameda County, California",1272,67,222,93,48,37,59,40,91,57,68,48,100,42,80,45,73,52,77,53,143,63,102,55,77,49,34,32,45,36,37,30,16,18
1400000US06001420500,06001420500,"Census Tract 4205, Alameda County, California",931,56,29,19,35,28,13,13,36,26,49,45,31,23,34,26,37,31,9,10,51,36,95,48,138,42,145,49,80,34,60,33,89,37
1400000US06001420600,06001420600,"Census Tract 4206, Alameda County, California",1186,72,72,53,19,31,32,38,11,18,77,67,32,30,7,12,52,38,25,25,18,20,51,33,152,73,154,63,121,58,144,65,219,64
1400000US06001421100,06001421100,"Census Tract 4211, Alameda County, California",846,50,12,14,30,29,11,12,11,13,17,15,13,14,11,17,7,10,9,11,22,18,43,23,92,30,78,32,67,27,135,47,288,52
1400000US06001421200,06001421200,"Census Tract 4212, Alameda County, California",1538,46,95,63,8,12,42,44,33,43,15,16,7,10,39,39,0,12,32,29,44,33,82,46,110,41,130,62,125,46,194,62,582,93
1400000US06001421300,06001421300,"Census Tract 4213, Alameda County, California",1692,92,31,25,47,54,23,21,53,35,8,13,17,19,57,47,32,24,30,37,93,40,134,61,145,52,123,46,145,68,237,71,517,111
1400000US06001421400,06001421400,"Census Tract 4214, Alameda County, California",661,33,16,14,4,6,5,7,25,16,5,8,5,8,19,14,17,12,8,9,46,21,23,19,68,32,71,32,62,27,69,27,218,44
1400000US06001421500,06001421500,"Census Tract 4215, Alameda County, California",1574,80,31,35,10,15,18,25,27,24,10,15,35,27,10,14,55,38,10,16,57,36,132,68,186,77,119,49,132,51,208,55,534,93
1400000US06001421600,06001421600,"Census Tract 4216, Alameda County, California",1586,96,82,46,40,33,7,11,32,25,37,29,10,17,26,24,20,22,24,24,74,44,165,61,123,65,185,67,141,73,183,57,437,90
1400000US06001421700,06001421700,"Census Tract 4217, Alameda County, California",1600,75,96,52,68,38,61,48,41,36,18,18,47,32,52,42,93,53,17,19,155,62,192,78,175,64,211,70,114,68,59,34,201,67
1400000US06001421800,06001421800,"Census Tract 4218, Alameda County, California",943,33,43,27,22,17,36,21,45,26,17,16,20,15,62,37,33,22,19,16,51,36,55,31,69,32,72,33,72,30,117,38,210,54
1400000US06001421900,06001421900,"Census Tract 4219, Alameda County, California",1728,79,124,86,104,75,55,37,25,23,0,12,11,17,49,39,85,47,46,35,73,39,111,50,228,77,248,102,134,53,245,77,190,59
1400000US06001422000,06001422000,"Census Tract 4220, Alameda County, California",847,64,69,48,107,48,61,35,27,18,37,22,0,12,34,29,6,8,46,34,35,35,58,27,117,63,90,39,59,33,40,22,61,33
1400000US06001422100,06001422100,"Census Tract 4221, Alameda County, California",1141,91,79,52,70,53,39,29,16,19,63,53,34,26,27,31,57,44,81,55,125,74,67,49,188,79,72,42,102,51,69,40,52,33
1400000US06001422200,06001422200,"Census Tract 4222, Alameda County, California",1573,76,144,68,61,37,29,28,73,54,36,31,89,70,50,39,101,56,56,39,99,45,128,61,120,54,246,69,146,60,93,49,102,54
